Time,AAPL,MSFT,IBM,GOOGL,AMZN
1279782000,37.0034,25.84,127.47,244.8993,120.07
1279868400,37.1343,25.81,128.38,247.5513,118.87
1280127600,37.04,26.1,128.41,247.0007,118.4
1280214000,37.7257,26.16,128.63,248.8495,117.13
1280300400,37.28,25.95,128.43,244.6669,117.13
1280386800,36.8728,26.03,128.02,244.9902,116.86
1280473200,36.75,25.81,128.4,244.9195,117.89
1280732400,37.4071,26.33,130.76,247.7281,120.07
1280818800,37.4186,26.16,130.37,247.4351,122.42
1280905200,37.5686,25.73,131.27,255.765,127.58
1280991600,37.3857,25.37,131.83,256.6641,127.83
1281078000,37.1558,25.55,130.14,252.6836,128.32
1281337200,37.3928,25.61,132.0,255.275,128.83
1281423600,37.0586,25.07,131.84,254.4465,130.0
1281510000,35.7414,24.86,129.83,248.4,125.89
1281596400,35.97,24.49,128.3,248.5363,126.56
1281682800,35.5857,24.4,127.87,245.6772,124.69
1281942000,35.3771,24.5,127.77,245.2933,126.07
1282028400,35.9957,24.71,128.45,247.7837,128.86
1282114800,36.1528,24.82,129.3925,243.5556,129.65
1282201200,35.6971,24.44,128.9,236.3927,127.57
1282287600,35.6628,24.23,127.5,233.387,127.76
1282546800,35.1143,24.28,126.47,234.4226,126.6
1282633200,34.2757,24.04,124.9,228.0174,124.53
1282719600,34.6986,24.1,125.27,229.649,126.85
1282806000,34.3257,23.82,122.78,227.8102,124.86
1282892400,34.5171,23.93,124.73,231.7756,126.64
1283151600,34.6428,23.64,123.4,228.674,123.79
1283238000,34.7286,23.465,123.13,227.3253,124.83
1283324400,35.7614,23.9,125.77,232.5359,132.49
1283410800,36.0243,23.94,125.04,233.973,135.21
1283497200,36.9671,24.29,127.58,237.5696,138.79
1283842800,36.83,23.96,125.95,234.5893,137.22
1283929200,37.56,23.93,126.08,237.7111,139.14
1284015600,37.5814,24.01,126.36,240.5399,140.38
1284102000,37.63,23.85,127.99,240.5197,142.44
1284361200,38.1486,25.11,129.61,243.6162,145.07
1284447600,38.2943,25.03,128.85,242.6868,145.75
1284534000,38.6028,25.115,129.43,242.7928,145.45
1284620400,39.51,25.33,129.67,243.005,148.13
1284706800,39.3386,25.22,130.19,247.5968,148.325
1284966000,40.4614,25.43,131.79,256.755,151.3048
1285052400,40.5386,25.15,131.98,259.3717,150.73
1285138800,41.1071,24.61,132.57,260.6548,151.83
1285225200,41.2743,24.43,131.67,259.3818,152.85
1285311600,41.76,24.775,134.11,266.3579,160.73
1285570800,41.5948,24.7325,134.65,267.9339,159.37
1285657200,40.98,24.6775,134.89,266.2972,159.7
1285743600,41.0528,24.5,135.48,266.5599,158.99
1285830000,40.5357,24.49,134.14,265.6001,157.06
1285916400,40.36,24.38,135.64,265.5143,153.71
1286175600,39.8057,23.91,135.25,263.8624,155.39
1286262000,41.2771,24.35,137.66,271.8841,160.87
1286348400,41.3128,24.43,137.84,269.9242,155.4
1286434800,41.3171,24.53,138.72,267.7318,156.27
1286521200,42.01,24.57,138.85,270.9345,155.55
1286780400,42.1943,24.59,139.66,272.1923,153.03
1286866800,42.6486,24.83,139.85,273.4804,156.48
1286953200,42.8771,25.34,140.37,274.4452,155.17
1287039600,43.1871,25.23,141.5,273.248,155.53
1287126000,44.9628,25.54,141.06,303.8194,164.64
1287385200,45.4286,25.82,142.83,312.0331,163.56
1287471600,44.2128,25.1,138.03,307.0422,158.67
1287558000,44.3614,25.31,139.07,307.118,158.67
1287644400,44.2171,25.42,139.83,309.1436,164.97
1287730800,43.9243,25.3775,139.67,309.4164,169.13
1287990000,44.12,25.19,139.84,311.4218,169.0
1288076400,44.0071,25.9,140.67,312.4826,169.95
1288162800,43.9757,26.05,141.43,311.4067,167.51
1288249200,43.6057,26.28,140.9,312.4725,166.84
1288335600,42.9971,26.665,143.6,310.0074,165.23
1288594800,43.4543,26.95,143.32,310.6641,162.58
1288681200,44.1943,27.39,143.84,310.9672,164.61
1288767600,44.6857,27.03,144.17,313.2808,168.47
1288854000,45.4671,27.14,146.79,315.3468,168.93
1288940400,45.3043,26.85,146.92,315.756,170.77
1289203200,45.5171,26.81,146.46,316.6097,171.99
1289289600,45.1543,26.95,146.14,315.6246,170.27
1289376000,45.4328,26.94,146.55,314.6447,173.33
1289462400,45.2364,26.68,145.43,311.7704,170.37
1289548800,44.0043,26.27,143.74,304.7489,165.68
1289808000,43.8621,26.2,143.64,300.7986,158.9
1289894400,43.0843,25.81,142.24,294.8632,157.78
1289980800,42.9286,25.57,141.95,294.7773,158.35
1290067200,44.0614,25.8375,144.36,301.3492,164.17
1290153600,43.8186,25.69,145.05,298.4548,164.82
1290412800,44.7657,25.73,145.39,298.6518,170.39
1290499200,44.1043,25.12,143.18,294.5045,168.2
1290585600,44.9707,25.37,145.81,300.5461,177.25
1290758400,45.0,25.25,143.9,298.0355,177.2
1291017600,45.2671,25.31,142.89,294.0499,179.49
1291104000,44.45,25.2575,141.46,280.7141,175.4
1291190400,45.2,26.04,144.41,285.0785,176.55
1291276800,45.45,26.89,145.18,288.852,176.53
1291363200,45.3486,27.02,145.38,289.448,175.68
1291622400,45.7357,26.84,144.99,292.1556,178.05
1291708800,45.4586,26.87,144.02,296.5908,176.77
1291795200,45.8586,27.23,144.98,298.3083,176.29
1291881600,45.6796,27.08,144.3,298.7932,174.85
1291968000,45.7943,27.34,144.82,299.1519,175.62
1292227200,45.9528,27.245,144.28,300.3693,174.25
1292313600,45.7557,27.62,145.82,300.5158,173.94
1292400000,45.7657,27.85,144.72,298.187,175.57
1292486400,45.8928,27.9875,144.55,298.8993,178.04
1292572800,45.8014,27.9025,145.0,298.4396,177.58
1292832000,46.03,27.81,144.51,300.5915,183.29
1292918400,46.315,28.07,145.74,304.6377,184.75
1293004800,46.4514,28.1875,145.95,305.8602,184.76
1293091200,46.2286,28.3,145.89,305.2237,182.59
1293436800,46.3828,28.07,145.34,304.2892,182.14
1293523200,46.4957,28.01,145.71,302.5414,181.09
1293609600,46.47,27.97,146.52,303.5921,183.37
1293696000,46.2371,27.85,146.67,302.5111,182.75
1293782400,46.08,27.91,146.76,300.0409,180.0
1294041600,47.0814,27.98,147.48,305.2843,184.22
1294128000,47.3271,28.0875,147.64,304.1578,185.01
1294214400,47.7143,28.0,147.05,307.6686,187.42
1294300800,47.6757,28.82,148.66,309.9064,185.86
1294387200,48.0171,28.6,147.93,311.3915,185.49
1294646400,48.9221,28.22,147.64,310.265,184.68
1294732800,48.8057,28.11,147.28,311.1743,184.34
1294819200,49.2028,28.55,149.1,311.6087,184.08
1294905600,49.3828,28.19,148.82,311.5178,185.53
1294992000,49.7828,28.3,150.0,315.3013,188.75
1295337600,48.6643,28.66,150.65,323.1058,191.25
1295424000,48.4057,28.47,155.69,319.1253,186.87
1295510400,47.5257,28.3525,155.8,316.6097,181.96
1295596800,46.6743,28.02,155.5,309.0628,177.42
1295856000,48.2071,28.38,159.63,308.6839,176.85
1295942400,48.7714,28.45,161.44,313.1444,176.7
1296028800,49.1214,28.78,161.04,311.4218,175.39
1296115200,49.03,28.87,161.07,311.5683,184.45
1296201600,48.0143,27.751,159.21,303.587,171.14
1296460800,48.4743,27.725,162.0,303.2688,169.64
1296547200,49.29,27.9925,163.56,308.6637,172.11
1296633600,49.1886,27.94,163.3,309.1487,173.53
1296720000,49.0628,27.65,163.53,308.2142,173.71
1296806400,49.5,27.77,164.0,308.6334,175.93
1297065600,50.2686,28.1975,164.82,310.308,176.43
1297152000,50.7428,28.2825,166.05,312.3715,183.06
1297238400,51.1657,27.97,164.65,311.4218,185.3
1297324800,50.6486,27.5,164.09,311.3915,186.21
1297411200,50.9786,27.25,163.85,315.463,189.25
1297670400,51.3114,27.23,163.22,317.3068,190.42
1297756800,51.4143,26.96,162.84,315.2862,189.03
1297843200,51.8757,27.02,163.4,315.3215,186.62
1297929600,51.1857,27.21,164.24,315.8469,187.76
1298016000,50.08,27.06,164.84,318.2817,186.5
1298361600,48.3728,26.59,161.95,308.2445,180.42
1298448000,48.9457,26.59,160.18,308.8052,176.68
1298534400,48.9828,26.77,160.77,307.5423,177.75
1298620800,49.7371,26.55,162.28,308.1586,177.24
1298880000,50.4586,26.58,161.88,309.8559,173.29
1298966400,49.9014,26.16,159.97,303.4709,169.44
1299052800,50.3028,26.0775,160.16,303.486,172.02
1299139200,51.3657,26.2,163.48,307.9161,172.79
1299225600,51.4286,25.9525,161.83,303.4001,171.67
1299484800,50.7657,25.72,159.93,298.874,169.08
1299571200,50.8228,25.91,162.28,299.2024,166.89
1299657600,50.3528,25.89,165.86,298.9296,169.05
1299744000,49.5243,25.41,162.02,293.1356,166.14
1299830400,50.2843,25.68,162.43,291.3221,168.07
1300086000,50.5086,25.69,161.39,287.9275,166.73
1300172400,49.3471,25.39,159.02,287.7103,165.08
1300258800,47.1443,24.79,153.0,281.4162,164.7
1300345200,47.8057,24.78,154.18,283.5681,160.97
1300431600,47.2386,24.8,155.89,283.4166,161.82
1300690800,48.4714,25.33,157.68,291.216,164.525
1300777200,48.7428,25.295,158.0,291.6303,162.6
1300863600,48.4557,25.54,159.53,294.0752,165.32
1300950000,49.2814,25.81,160.04,296.4645,171.1
1301036400,50.22,25.62,162.18,292.8527,170.98
1301295600,50.0628,25.41,161.37,290.6402,169.35
1301382000,50.1371,25.49,162.88,293.8579,174.62
1301468400,49.8043,25.61,163.6,293.9135,179.42
1301554800,49.7868,25.39,163.07,296.3988,180.13
1301641200,49.2228,25.48,164.27,298.9448,180.13
1301900400,48.7414,25.55,164.25,296.8636,182.94
1301986800,48.4128,25.78,163.99,287.4729,185.29
1302073200,48.2914,26.15,164.04,290.0441,182.76
1302159600,48.2971,26.2,164.38,292.984,184.91
1302246000,47.8657,26.07,164.05,292.0546,184.71
1302505200,47.2571,25.98,163.95,291.6555,184.04
1302591600,47.4857,25.64,163.25,288.2407,180.48
1302678000,48.0186,25.63,163.95,291.1049,182.29
1302764400,47.4886,25.42,164.97,292.2314,181.82
1302850800,46.78,25.37,166.21,268.0804,180.01
1303110000,47.4071,25.08,165.94,266.1305,178.34
1303196400,48.2657,25.15,165.4,263.4482,178.82
1303282800,48.9157,25.76,164.75,265.5698,183.87
1303369200,50.0994,25.52,168.28,265.2516,185.89
1303714800,50.4298,25.61,167.67,265.2263,185.42
1303801200,50.06,26.19,168.49,269.1513,182.3
1303887600,50.0214,26.38,170.37,271.6467,196.63
1303974000,49.5357,26.71,170.78,271.7528,195.07
1304060400,50.0186,25.92,170.58,274.8493,195.81
1304319600,49.4686,25.66,172.15,272.0508,201.19
1304406000,49.7428,25.81,172.87,269.6918,198.45
1304492400,49.9386,26.06,170.62,270.6516,199.97
1304578800,49.5357,25.79,168.46,269.8838,197.11
1304665200,49.5228,25.87,168.89,270.4041,197.6
1304924400,49.6571,25.83,169.1,271.6063,200.8
1305010800,49.9214,25.67,170.38,274.1219,203.94
1305097200,49.6043,25.36,169.5,270.4798,204.38
1305183600,49.51,25.32,172.24,270.2778,206.07
1305270000,48.6428,25.03,169.92,267.4995,202.56
1305529200,47.6143,24.57,168.86,261.8772,192.51
1305615600,48.02,24.52,170.5,267.9592,194.81
1305702000,48.5528,24.69,170.44,267.6308,197.09
1305788400,48.6471,24.715,170.59,268.3582,198.805
1305874800,47.8886,24.49,170.16,264.7111,198.65
1306134000,47.7714,24.17,168.26,261.8621,196.22
1306220400,47.4557,24.15,167.99,261.7964,193.27
1306306800,48.1114,24.19,167.75,262.5087,192.26
1306393200,47.8571,24.67,167.18,261.7307,195.0
1306479600,48.2014,24.76,167.5,263.13,194.13
1306825200,49.69,25.01,168.93,267.2318,196.69
1306911600,49.3586,24.43,166.56,265.5042,192.395
1306998000,49.4431,24.22,166.09,266.7468,193.65
1307084400,49.0628,23.905,165.05,264.2312,188.32
1307343600,48.2914,24.01,164.75,263.2108,185.69
1307430000,47.4343,24.06,163.69,262.1854,187.55
1307516400,47.4628,23.94,164.34,262.2561,188.05
1307602800,47.3557,23.96,164.84,261.0235,189.68
1307689200,46.5571,23.705,163.18,257.3739,186.53
1307948400,46.6571,24.04,163.17,254.9618,186.29
1308034800,47.4914,24.22,164.12,256.8005,189.96
1308121200,46.6786,23.74,162.33,254.0626,185.98
1308207600,46.4514,23.995,162.67,252.7594,183.65
1308294000,45.7514,24.26,164.44,245.0054,186.37
1308553200,45.0457,24.47,165.02,244.7831,187.72
1308639600,46.4714,24.76,166.22,249.0364,194.23
1308726000,46.0871,24.65,165.68,246.0081,191.63
1308812400,47.3186,24.63,166.12,242.5807,194.16
1308898800,46.6214,24.3,165.07,239.8832,192.55
1309158000,47.4343,25.2,167.62,243.884,201.25
1309244400,47.8943,25.8,170.01,249.3648,202.35
1309330800,47.72,25.62,170.54,251.3449,204.18
1309417200,47.9528,26.0,171.55,255.7953,204.49
1309503600,49.0371,26.02,174.54,263.1946,209.49
1309849200,49.9186,26.03,175.43,268.9594,213.19
1309935600,50.2514,26.33,177.71,270.4344,214.19
1310022000,51.0286,26.77,176.48,276.1122,216.74
1310108400,51.3871,26.92,176.49,268.732,218.28
1310367600,50.5714,26.63,174.99,266.3528,212.55
1310454000,50.5357,26.54,174.05,269.7524,211.23
1310540400,51.1457,26.63,174.32,271.8993,213.5
1310626800,51.11,26.47,174.23,267.1913,210.38
1310713200,52.1314,26.78,175.54,301.8847,212.87
1310972400,53.4,26.59,175.28,300.5309,211.53
1311058800,53.8357,27.54,185.21,304.3751,218.06
1311145200,55.2714,27.06,183.65,300.738,215.55
1311231600,55.3271,27.095,184.9,306.6179,213.21
1311318000,56.1857,27.53,185.18,312.2957,216.52
1311577200,56.9286,27.91,183.7,312.6746,213.49
1311663600,57.63,28.08,182.93,314.4628,214.18
1311750000,56.0843,27.33,181.35,306.7341,222.518
1311836400,55.9743,27.72,181.8,308.6132,223.9
1311922800,55.7828,27.4,181.85,304.9509,222.52
1312182000,56.6786,27.27,180.75,306.5068,221.32
1312268400,55.5586,26.8,178.05,299.2478,211.7
1312354800,56.0814,26.92,178.83,303.678,209.96
1312441200,53.91,25.94,171.48,291.7313,201.48
1312527600,53.3743,25.68,172.98,292.4991,202.7
1312786800,50.4586,24.48,166.22,275.8192,193.7
1312873200,53.43,25.58,170.61,289.6551,205.09
1312959600,51.9557,24.2,162.54,277.3296,194.13
1313046000,53.3857,25.19,166.73,283.9571,198.36
1313132400,53.8557,25.1,168.2,284.7855,202.3
1313391600,54.7728,25.51,172.99,281.4819,202.95
1313478000,54.3543,25.35,171.24,272.2731,197.68
1313564400,54.3486,25.245,171.48,269.318,195.93
1313650800,52.2928,24.67,163.83,255.0376,182.52
1313737200,50.8614,24.05,157.54,247.9857,178.93
1313996400,50.92,23.98,158.98,251.648,177.54
1314082800,53.3714,24.72,164.32,262.0793,193.55
1314169200,53.74,24.9,166.76,264.3373,193.73
1314255600,53.3886,24.57,165.58,262.6956,192.03
1314342000,54.7971,25.25,169.14,266.1406,199.27
1314601200,55.71,25.84,172.62,272.3135,206.53
1314687600,55.7128,26.23,172.51,273.1318,210.92
1314774000,54.9757,26.6,171.91,273.2632,215.23
1314860400,54.4328,26.21,170.33,268.9897,212.54
1314946800,53.4357,25.8,166.98,265.1202,210.0
1315292400,54.2486,25.51,165.11,263.7766,216.18
1315378800,54.8471,26.0,167.31,269.7625,219.9
1315465200,54.8771,26.22,165.25,270.2323,217.26
1315551600,53.9257,25.74,161.37,265.1253,211.39
1315810800,54.2771,25.89,162.42,267.7874,216.56
1315897200,54.9457,26.04,163.43,267.4843,219.53
1315983600,55.6143,26.5,167.24,268.7724,222.57
1316070000,56.1371,26.99,170.09,274.0714,226.78
1316156400,57.2143,27.12,172.99,276.1526,239.3
1316415600,58.8043,27.21,173.13,276.1476,241.69
1316502000,59.0643,26.98,174.72,276.1248,233.25
1316588400,58.8771,25.99,173.02,272.3741,231.87
1316674800,57.4028,25.06,168.62,263.0087,223.23
1316761200,57.7571,25.06,169.34,265.4587,223.61
1317020400,57.5957,25.44,174.51,268.6815,229.85
1317106800,57.0371,25.67,177.71,272.4449,224.21
1317193200,56.7157,25.575,177.55,267.1408,229.71
1317279600,55.7957,25.45,179.17,266.4639,222.44
1317366000,54.4743,24.89,174.87,260.1698,216.23
1317625200,53.5143,24.53,173.29,250.3094,211.98
1317711600,53.2143,25.34,174.74,253.5322,212.5
1317798000,54.0357,25.89,176.85,254.9466,219.498
1317884400,53.91,26.34,181.69,260.0031,221.51
1317970800,52.8286,26.25,182.39,260.2102,224.74
1318230000,55.5443,26.94,186.62,271.3487,231.32
1318316400,57.1843,27.0,185.0,274.3846,235.48
1318402800,57.4557,26.96,186.12,277.072,236.81
1318489200,58.3471,27.18,186.82,282.3709,236.15
1318575600,60.2857,27.27,190.53,298.8841,246.71
1318834800,59.9986,26.98,186.59,294.2014,242.33
1318921200,60.32,27.31,178.9,298.2931,243.88
1319007600,56.9457,27.13,177.39,293.3376,231.53
1319094000,56.4728,27.04,177.25,294.8379,233.61
1319180400,56.1243,27.16,181.63,298.283,234.78
1319439600,57.9671,27.19,182.25,301.2785,237.61
1319526000,56.8243,26.81,180.36,294.5803,227.15
1319612400,57.2286,26.59,181.97,296.1715,198.4
1319698800,57.8128,27.25,185.88,302.4151,206.78
1319785200,57.85,26.98,187.45,303.1577,217.32
1320044400,57.8257,26.63,184.63,299.3691,213.51
1320130800,56.6443,25.99,181.35,292.3021,212.105
1320217200,56.7728,26.01,183.92,295.4188,215.62
1320303600,57.5814,26.53,187.3,301.8241,218.29
1320390000,57.1771,26.25,186.38,301.1371,216.48
1320652800,57.1043,26.8,187.32,307.2948,217.0
1320739200,58.0328,27.16,187.25,309.3204,217.99
1320825600,56.4686,26.2,182.24,303.5668,211.22
1320912000,55.0314,26.28,183.35,300.6016,210.79
1320998400,54.9457,26.91,187.38,307.3049,217.39
1321257600,54.18,26.76,187.35,309.6538,218.93
1321344000,55.5471,26.74,188.75,311.4521,217.83
1321430400,54.9671,26.07,186.62,308.881,211.99
1321516800,53.9157,25.54,185.73,303.5264,204.52
1321603200,53.5628,25.3,185.24,300.5006,197.14
1321862400,52.7157,25.0,181.48,293.4589,189.25
1321948800,53.7871,24.79,181.31,292.984,192.34
1322035200,52.4271,24.47,177.95,287.9882,188.99
1322208000,51.9386,24.3,177.06,284.3966,182.399
1322467200,53.7314,24.87,182.21,297.1212,194.15
1322553600,53.3143,24.84,180.94,294.4641,188.39
1322640000,54.6,25.58,188.0,302.7788,192.29
1322726400,55.4186,25.28,189.45,310.0428,197.13
1322812800,55.6714,25.22,189.66,313.3717,196.03
1323072000,56.1443,25.7,190.84,316.0439,196.24
1323158400,55.85,25.66,192.94,315.0942,191.99
1323244800,55.5843,25.6,194.05,314.9023,195.32
1323331200,55.8086,25.4,191.58,311.1945,190.48
1323417600,56.2314,25.7,194.56,316.938,193.03
1323676800,55.9771,25.51,192.18,315.9126,189.52
1323763200,55.5443,25.76,191.15,316.0338,180.51
1323849600,54.3128,25.59,188.72,312.2149,180.21
1323936000,54.1343,25.56,187.48,312.9575,181.26
1324022400,54.4314,26.0,183.57,316.2005,181.26
1324281600,54.6014,25.53,182.89,314.1143,179.33
1324368000,56.5643,26.025,187.24,318.4282,182.52
1324454400,56.635,25.76,181.47,316.1298,174.35
1324540800,56.9357,25.81,182.04,318.0897,179.03
1324627200,57.6186,26.03,184.75,319.8274,177.28
1324972800,58.0757,26.04,184.95,323.419,176.27
1325059200,57.52,25.82,183.99,323.1412,173.89
1325145600,57.8743,26.02,186.18,324.5051,173.86
1325232000,57.8571,25.96,183.88,326.2731,173.1
1325577600,58.7471,26.765,186.3,336.1285,179.03
1325664000,59.0628,27.4,185.54,337.5782,177.51
1325750400,59.7186,27.68,184.66,332.8955,177.61
1325836800,60.3428,28.105,182.54,328.3543,182.61
1326096000,60.2471,27.74,181.59,314.4325,178.56
1326182400,60.4628,27.84,181.31,314.776,179.34
1326268800,60.3643,27.72,182.32,316.2005,178.9
1326355200,60.1986,28.0,180.55,318.0594,175.93
1326441600,59.9728,28.25,179.16,315.7105,178.42
1326787200,60.6714,28.255,180.0,317.524,181.66
1326873600,61.3014,28.23,181.07,319.7113,189.44
1326960000,61.1071,28.12,180.52,323.0755,194.45
1327046400,60.0428,29.71,188.52,296.0099,190.93
1327305600,61.0584,29.73,189.98,295.7724,186.09
1327392000,60.0586,29.34,191.93,293.4538,187.0
1327478400,63.8086,29.56,191.73,287.675,187.8
1327564800,63.5186,29.5,190.98,286.9728,193.316
1327651200,63.8971,29.23,190.46,292.9739,195.37
1327910400,64.7157,29.61,192.5,291.8172,192.15
1327996800,65.2114,29.53,192.6,293.0396,194.44
1328083200,65.17,29.89,192.62,293.4033,179.46
1328169600,65.0171,29.95,191.53,295.5653,181.72
1328256000,65.6686,30.24,193.64,301.2331,187.68
1328515200,66.2814,30.2,192.82,307.6787,183.14
1328601600,66.9757,30.35,193.35,306.5068,184.19
1328688000,68.0971,30.66,192.95,308.0626,185.48
1328774400,70.4528,30.77,193.13,308.8759,184.98
1328860800,70.4886,30.495,192.42,306.0723,185.54
1329120000,71.8,30.58,192.62,309.2497,191.59
1329206400,72.78,30.25,192.22,308.0172,191.3
1329292800,71.0957,30.05,192.25,305.8955,184.47
1329379200,71.7443,31.285,193.02,306.3805,179.93
1329465600,71.7314,31.25,193.42,305.4308,182.5
1329811200,73.55,31.44,193.39,310.159,182.26
1329897600,73.2914,31.27,193.87,307.0978,180.58
1329984000,73.77,31.37,197.61,306.1734,178.89
1330070400,74.63,31.48,197.76,308.0879,179.13
1330329600,75.1085,31.35,197.53,307.7898,178.53
1330416000,76.4871,31.87,197.98,312.3766,183.8
1330502400,77.4914,31.74,196.73,312.3058,179.69
1330588800,77.7814,32.29,197.53,314.4022,180.04
1330675200,77.8828,32.075,198.81,313.8213,179.3
1330934400,76.1657,31.8,200.66,310.2853,180.26
1331020800,75.7514,31.555,197.26,305.5925,181.09
1331107200,75.8128,31.84,197.77,306.5219,183.77
1331193600,77.4271,32.01,199.81,306.6937,187.64
1331280000,77.8814,31.99,200.62,303.2132,184.32
1331535600,78.8571,32.04,201.0,305.6884,183.39
1331622000,81.1571,32.67,203.78,312.0684,184.59
1331708400,84.2257,32.77,204.72,311.1642,182.26
1331794800,83.6514,32.85,206.0,313.7607,184.43
1331881200,83.6528,32.6,206.01,315.7358,185.05
1332140400,85.8714,32.2,205.72,320.2518,185.52
1332226800,86.5657,31.99,204.25,320.0042,192.33
1332313200,86.0714,31.91,204.69,323.2826,191.73
1332399600,85.62,31.995,205.49,326.3489,192.4
1332486000,85.15,32.01,205.48,324.6011,195.04
1332745200,86.7114,32.59,207.77,328.0057,202.87
1332831600,87.7828,32.52,207.18,326.8389,205.44
1332918000,88.2314,32.19,207.29,331.2538,201.16
1333004400,87.1228,32.12,208.27,327.541,204.61
1333090800,85.65,32.255,208.65,323.9191,202.51
1333350000,88.3757,32.29,209.47,326.7883,198.05
1333436400,89.9028,31.94,209.5,324.6162,199.66
1333522800,89.1871,31.21,206.05,320.8428,193.99
1333609200,90.5257,31.52,205.47,319.4132,194.39
1333954800,90.89,31.1,204.94,318.6656,191.87
1334041200,89.7771,30.47,202.33,316.6551,186.98
1334127600,89.4571,30.345,202.58,321.252,187.97
1334214000,88.9671,30.975,205.32,328.8544,190.69
1334300400,86.4614,30.81,202.8,315.5135,188.46
1334559600,82.8757,31.075,202.72,306.1532,185.5
1334646000,87.1,31.44,207.45,307.9212,188.39
1334732400,86.9057,31.14,200.13,306.8503,191.07
1334818800,83.92,31.01,199.51,302.7333,191.1
1334905200,81.8543,32.42,199.6,301.0967,189.98
1335164400,81.6714,32.12,198.62,301.8746,188.24
1335250800,80.04,31.92,200.0,303.7285,190.33
1335337200,87.1428,32.2,203.57,307.9969,194.42
1335423600,86.8143,32.11,205.58,310.9015,195.99
1335510000,86.1428,31.98,206.81,310.654,226.85
1335769200,83.4257,32.015,207.08,305.5369,231.9
1335855600,83.1614,32.01,208.0,305.3247,230.04
1335942000,83.7114,31.8,208.06,306.7543,230.25
1336028400,83.1171,31.76,207.24,308.6536,229.45
1336114800,80.75,30.98,204.99,301.5564,223.99
1336374000,81.3543,30.65,203.75,306.9008,225.16
1336460400,81.1685,30.5,201.48,309.5477,223.9
1336546800,81.3114,30.76,201.23,307.709,222.98
1336633200,81.5028,30.74,200.6,309.9872,226.69
1336719600,80.9585,31.16,201.17,305.7288,227.68
1336978800,79.7457,30.68,199.44,305.1075,222.93
1337065200,79.0243,30.21,199.04,308.6991,224.39
1337151600,78.0107,29.9,199.73,317.7008,224.06
1337238000,75.7314,29.72,197.89,314.7305,218.36
1337324400,75.7685,29.27,195.88,303.289,213.85
1337583600,80.1828,29.75,197.76,310.2145,218.11
1337670000,79.5671,29.76,196.82,303.4911,215.33
1337756400,81.5085,29.11,196.12,307.8656,217.28
1337842800,80.76,29.07,196.09,304.9358,215.24
1337929200,80.3271,29.06,194.3,298.8084,212.89
1338274800,81.7528,29.56,196.46,300.2278,214.75
1338361200,82.7385,29.34,194.53,297.1414,209.23
1338447600,82.5328,29.19,192.9,293.4185,212.91
1338534000,80.1414,28.45,189.08,288.4276,208.22
1338793200,80.6128,28.55,188.54,292.2718,214.57
1338879600,80.4043,28.505,189.2,288.1397,213.21
1338966000,81.6371,29.35,193.99,293.272,217.64
1339052400,81.6743,29.23,194.44,292.0899,218.8
1339138800,82.9028,29.65,195.14,293.2114,218.48
1339398000,81.5957,28.895,192.51,287.1749,216.5
1339484400,82.3085,29.29,194.55,285.4574,216.42
1339570800,81.7371,29.13,193.1,283.4318,214.73
1339657200,81.6471,29.34,195.1,282.4013,214.45
1339743600,82.0185,30.02,199.1,285.1593,218.35
1340002800,83.6828,29.84,198.29,288.362,222.66
1340089200,83.9157,30.7,198.93,293.7569,224.03
1340175600,83.6773,30.93,198.78,291.7262,223.02
1340262000,82.5243,30.135,193.39,285.5129,220.575
1340348400,83.1571,30.7,193.7,288.6802,222.16
1340607600,81.5378,29.865,192.86,283.2347,220.07
1340694000,81.7178,30.02,191.95,285.2452,225.61
1340780400,82.0714,30.17,193.0,287.579,225.62
1340866800,81.2928,29.91,191.4,285.0583,221.31
1340953200,83.4285,30.59,195.58,293.0194,228.35
1341212400,84.6457,30.56,195.83,293.2215,229.32
1341298800,85.63,30.76,195.93,296.9393,229.53
1341471600,87.1343,30.7,195.29,301.0259,227.06
1341558000,86.5543,30.185,191.41,296.0048,225.05
1341817200,87.6985,30.0,189.67,296.02,225.05
1341903600,86.8871,29.74,186.26,293.8428,219.5
1341990000,86.3471,29.3,185.25,288.5337,218.37
1342076400,85.5571,28.63,183.09,288.1751,215.36
1342162800,86.4243,29.39,186.01,291.2261,218.39
1342422000,86.7014,29.44,184.79,290.4179,216.01
1342508400,86.7057,29.66,183.65,291.3322,216.93
1342594800,86.6085,30.45,188.25,293.368,217.47
1342681200,87.76,30.665,195.34,299.5812,226.17
1342767600,86.3285,30.115,192.45,308.5526,228.29
1343026800,86.2614,29.28,190.83,310.9217,226.01
1343113200,85.8457,29.15,190.34,306.9109,223.04
1343199600,82.1385,28.83,191.08,307.123,217.05
1343286000,82.1257,29.16,193.95,309.8357,220.01
1343372400,83.5943,29.755,196.39,320.7468,237.32
1343631600,85.0043,29.64,196.68,319.4031,236.09
1343718000,87.2514,29.47,195.98,319.7416,233.3
1343804400,86.6871,29.41,195.18,319.5951,232.09
1343890800,86.8271,29.19,194.45,317.6099,230.81
1343977200,87.9571,29.75,198.52,323.9646,234.97
1344236400,88.9357,29.95,198.76,324.7172,233.99
1344322800,88.702,30.26,199.93,323.5655,236.56
1344409200,88.5514,30.33,199.03,324.4192,234.38
1344495600,88.6757,30.5,198.42,324.4798,234.06
1344582000,88.8143,30.42,199.29,324.303,232.75
1344841200,90.0,30.39,199.01,333.4007,232.44
